delta; serie de 100 pasos
0.000000		0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414	0.253414
0.100000		0.253414	0.330999	0.309221	0.372003	0.395050	0.473313	0.554664	0.517110	0.589048	0.631711	0.596683	0.557242	0.472236	0.529820	0.469343	0.492251	0.405031	0.398065	0.360045	0.365782	0.351263	0.270206	0.364700	0.322092	0.318284	0.312649	0.244088	0.163783	0.174429	0.124910	0.156618	0.129664	0.103549	0.039038	-0.039066	-0.018174	-0.092948	-0.018739	-0.097517	-0.011364	-0.079708	-0.101131	-0.165689	-0.156159	-0.180608	-0.184352	-0.150951	-0.099205	-0.063823	-0.020671	0.007790	-0.027555	-0.123678	-0.050270	-0.079804	-0.037293	-0.097213	-0.031995	-0.012635	-0.091025	-0.156266	-0.254097	-0.266930	-0.191482	-0.150331	-0.070504	0.012137	-0.064563	-0.081216	-0.169601	-0.113331	-0.157395	-0.082181	-0.110309	-0.114407	-0.124923	-0.213576	-0.214752	-0.269185	-0.248121	-0.155251	-0.198921	-0.153548	-0.091519	-0.115180	-0.032647	-0.004877	-0.075919	-0.116295	-0.018738	0.075574	0.061762	0.140455	0.144629	0.103912	0.014891	0.041019	-0.031317	0.015622	0.015844
0.200000		0.253414	0.142520	0.054290	0.096740	0.284923	0.284923	0.357674	0.315050	0.486339	0.301490	0.264773	0.294885	0.332907	0.452767	0.478138	0.550875	0.611167	0.602493	0.784122	0.725871	0.921344	1.074452	0.947517	1.060868	1.086115	1.110105	0.972323	0.946096	0.882566	0.876155	0.983526	1.171182	1.236922	1.176647	1.189404	1.206586	1.401154	1.277608	1.277608	1.189594	1.307901	1.202455	1.392532	1.473295	1.635255	1.523645	1.464323	1.301316	1.356345	1.410132	1.268324	1.344339	1.385598	1.305991	1.448266	1.476323	1.444677	1.485782	1.476720	1.561701	1.557921	1.380148	1.229566	1.372882	1.408821	1.581052	1.649124	1.796015	1.796732	1.828097	1.927759	1.731332	1.913365	1.939814	2.106360	2.232227	2.117029	2.016692	1.824008	1.662673	1.702755	1.640141	1.699284	1.716770	1.668331	1.671181	1.579454	1.498694	1.349795	1.413071	1.270191	1.250603	1.187841	1.263982	1.387036	1.574846	1.700548	1.771839	1.781311	1.826016
0.300000		0.253414	1.732457	1.450841	1.531810	1.531810	1.347588	1.531679	1.814615	1.928956	2.203776	2.309402	2.110163	1.914269	1.914269	1.880852	1.625059	1.555950	1.360923	1.080422	1.080422	1.123985	1.047014	0.910769	0.910769	1.005528	0.912176	0.828759	1.116484	1.113209	1.044940	0.997140	0.997140	1.223727	1.056092	1.056092	1.225986	1.467164	1.726242	1.725131	1.508160	1.306781	1.300813	1.597901	1.333794	1.278409	1.235529	1.479092	1.558997	1.614983	1.731220	1.922372	1.697645	1.776700	2.013963	2.089753	1.961345	1.971314	1.860930	1.708311	1.409180	1.602313	1.591124	1.803180	1.810026	2.091011	1.802902	1.912117	1.916583	1.738099	1.704313	1.666333	1.666333	1.669763	1.648808	1.535652	1.478459	1.478459	1.478459	1.178792	0.996794	1.043396	1.196850	1.113908	1.157995	1.257644	1.193523	1.341631	1.075289	1.344220	1.046568	1.339186	1.274937	1.151710	1.232190	1.308133	1.166557	0.894932	0.873293	0.743094	0.743094
0.400000		0.253414	0.386759	0.028253	-0.068439	-0.425248	-0.321939	-0.252357	-0.279160	-0.278332	-0.491185	-0.491185	-0.118407	-0.466611	-0.594503	-0.656650	-0.603775	-0.545999	-0.336295	-0.398613	-0.212972	-0.238078	-0.210881	0.171536	-0.200072	0.009215	0.100595	-0.195461	-0.484870	-0.410102	-0.231418	-0.550210	-0.621064	-0.292964	-0.454709	-0.602849	-0.356193	-0.443346	-0.172116	-0.297871	-0.019360	-0.304200	0.033654	-0.332297	-0.357453	-0.326308	-0.204871	-0.219784	-0.368445	-0.579014	-0.400044	-0.286554	-0.418509	-0.119031	-0.197428	-0.558532	-0.701278	-0.531273	-0.558112	-0.558112	-0.645241	-0.943708	-0.956657	-0.956657	-0.556850	-0.628866	-0.313254	-0.508850	-0.841039	-0.918107	-1.040503	-0.850974	-0.735090	-0.405124	-0.641535	-1.004486	-1.356269	-1.245501	-1.020299	-1.146641	-1.146641	-1.142855	-0.899740	-0.899740	-0.587669	-0.687327	-1.033317	-0.708784	-0.659378	-0.400440	-0.400440	-0.510986	-0.876418	-0.764913	-0.569031	-0.484253	-0.297449	-0.045993	0.250762	0.191608	0.304498
0.500000		0.253414	0.802623	0.802623	0.723616	0.945531	0.687355	0.302003	0.654238	0.758159	1.240728	1.213797	0.894898	0.894898	1.138870	0.660176	0.491400	0.962914	0.833958	0.567099	0.428017	-0.035281	0.176714	-0.116901	-0.307694	-0.751848	-1.092770	-0.712451	-0.476963	-0.641362	-0.991602	-0.842112	-0.842112	-0.531779	-0.525438	-0.525438	-0.026907	-0.056906	-0.186447	-0.411692	-0.425000	0.046442	0.405958	0.891907	0.823235	0.397700	0.576157	0.138229	-0.016812	-0.428661	-0.012781	0.205778	0.195444	0.320380	0.320380	0.360170	0.090463	0.587870	0.450864	0.635677	0.440583	0.315994	0.299227	0.480371	0.290261	0.469752	0.009603	-0.350215	-0.263605	-0.373963	-0.209154	0.094042	0.034706	0.519616	0.803576	0.901557	0.830558	0.402786	0.313662	0.554087	0.576753	1.023291	1.341256	0.933291	1.285127	1.641261	1.552369	1.464116	1.424050	1.579479	1.145860	0.978620	0.705422	0.613037	0.271397	0.129843	0.197797	-0.058659	-0.166957	0.123539	0.440794
0.600000		0.253414	0.753014	0.520166	0.016328	0.098632	-0.489623	0.097148	-0.346434	-0.049391	0.374758	0.597961	0.702267	0.722530	0.722530	0.321782	-0.095668	-0.095668	-0.441675	-0.940589	-0.940589	-1.507755	-1.762404	-1.760972	-2.082434	-1.535107	-1.535107	-1.535107	-1.059828	-0.973414	-0.705878	-0.146295	0.119329	0.119329	0.030875	-0.299352	-0.270019	0.010532	-0.267258	-0.590803	-0.610345	-0.506911	-0.112599	-0.256737	-0.019102	-0.306377	-0.078436	-0.323179	-0.598882	-0.785699	-0.239645	-0.513624	-0.128063	-0.377991	-0.689436	-0.580917	-0.330609	-0.495588	-0.495588	-0.781377	-0.548217	-0.933056	-0.633812	-0.279145	-0.208615	0.050770	0.050770	0.642741	1.234720	1.378856	1.747425	1.747425	1.612033	1.075529	0.550983	0.197935	0.602578	0.172295	0.172295	0.299723	-0.208044	0.311599	0.083819	-0.136778	-0.136778	-0.092046	-0.515851	-0.474748	-0.095898	0.481866	0.964174	1.127092	1.213920	1.004758	1.004758	1.004758	0.709839	0.802126	0.802126	0.802126	1.197356
0.700000		0.253414	1.197356	1.197356	1.211619	0.599423	0.599423	0.849914	1.135185	0.445939	0.703646	0.703646	0.721712	0.471308	0.863315	0.863315	0.863315	0.237676	0.237676	0.058695	0.296243	0.702628	0.561949	0.554786	0.863453	0.349294	-0.036508	0.580393	0.313950	0.771947	0.483992	0.816646	0.987822	0.492549	0.834523	1.127564	1.127564	1.377242	2.033544	1.972028	2.218134	1.649477	1.905537	1.905537	1.620277	1.035459	0.720060	0.720060	0.720060	0.450813	0.457550	0.833896	0.857117	1.292316	1.460856	1.005348	1.503355	1.078307	0.802385	0.846069	0.564153	0.129757	0.036458	-0.005080	-0.682224	-0.823846	-0.410837	0.260064	0.420814	0.836566	0.216347	0.260286	-0.103637	-0.171781	-0.085371	-0.085371	0.049033	-0.043787	-0.237342	-0.834684	-0.579826	-0.020934	0.174828	0.578924	0.814816	0.800619	0.880710	1.074172	1.422804	1.199128	0.599985	0.139521	0.579399	0.855766	0.868125	0.943746	0.583808	0.583808	0.348116	-0.159548	-0.800522
0.800000		0.253414	-0.439523	-0.201947	-0.367335	-0.442016	-0.108813	-0.108813	-0.599359	-0.624724	-0.624724	-0.366251	-0.366251	-0.366251	0.093234	-0.213460	-0.136029	-0.053145	0.666611	0.887139	1.043613	0.376963	0.563394	0.060031	-0.202395	0.118790	0.378822	0.072783	-0.300444	0.016554	-0.665716	0.099839	-0.129092	0.504498	0.873399	1.118590	1.318556	1.533609	0.796254	0.078535	0.061496	0.734271	0.117395	0.914569	0.914569	0.810722	1.135200	1.055353	1.765501	1.551872	2.159734	1.364158	1.364158	1.364158	1.295323	0.768293	0.848265	0.205382	-0.082134	-0.809144	-0.340680	0.304062	0.934913	1.023402	1.023402	1.043449	1.043449	0.377777	-0.178276	-0.188997	0.016061	0.105298	0.513294	1.061419	1.061419	0.501646	0.291903	-0.446044	-0.596180	-1.234073	-1.208671	-0.913669	-0.913669	-1.465314	-1.307433	-0.681747	-0.981864	-1.133895	-1.772618	-1.772618	-2.355411	-2.524378	-2.770822	-2.342250	-2.342250	-1.770328	-1.797494	-1.797494	-2.101240	-1.471207	-0.984363
0.900000		0.253414	-1.640154	-1.640154	-2.208721	-1.689944	-1.689944	-1.474446	-1.474446	-1.474446	-1.082348	-1.082348	-0.935404	-0.935404	-1.545884	-1.117616	-1.412630	-0.801639	-0.515601	-0.515601	-0.689230	-0.689230	-0.284952	-0.887524	-0.427968	-0.698483	-1.211565	-1.211565	-0.376264	-0.594494	-0.427447	-0.427447	-0.141439	-0.320212	-1.058131	-1.058131	-1.573393	-1.573393	-2.256762	-2.256762	-2.396306	-2.396306	-1.754323	-1.754323	-1.641355	-0.839250	-0.066204	-0.814156	-0.814156	-0.083057	0.633812	1.043697	0.859636	0.050258	-0.751638	-0.942879	-0.793122	-1.487187	-1.487187	-1.487187	-1.737008	-1.092420	-1.092420	-0.410140	-0.540229	-0.163084	0.470910	0.359294	-0.098394	0.384110	0.618564	1.117540	1.117540	1.393491	1.285574	1.285574	0.601680	-0.132831	-0.047566	-0.047566	0.413581	0.055536	-0.712109	-0.067034	-0.557689	-0.342606	0.176235	-0.595754	-0.976785	-0.550613	-0.301674	-0.248360	-0.989517	-0.989517	-0.822945	-0.623662	-0.132643	-0.132643	0.138933	-0.463026	-0.567512
